Orthogroup	Duplications (all)	Duplications (50% support)
OG0001387	3	3
OG0001388	3	3
OG0001389	3	3
OG0001390	3	3
OG0001391	3	3
OG0001392	3	3
OG0001393	3	3
OG0001394	3	3
OG0001395	3	3
OG0001396	3	3
OG0001397	3	3
OG0001398	3	3
OG0001399	3	3
OG0001400	3	3
OG0001401	3	3
OG0001402	3	3
OG0001403	3	3
OG0001404	3	3
OG0001405	3	3
OG0001406	3	3
OG0001407	3	3
OG0001408	3	3
OG0001409	3	3
OG0001410	3	3
OG0001411	3	3
OG0001412	3	3
OG0001413	3	3
OG0001414	3	3
OG0001415	3	3
OG0001416	3	3
OG0001417	3	3
OG0001418	3	3
OG0001419	3	3
OG0001420	3	3
OG0001421	3	3
OG0001422	3	3
OG0001423	3	3
OG0001424	3	3
OG0001425	3	3
OG0001426	3	3
OG0001427	3	3
OG0001428	3	3
OG0001429	3	3
OG0001430	3	3
OG0001431	3	3
OG0001432	3	3
OG0001433	3	3
OG0001434	3	3
OG0001435	3	3
OG0001436	3	3
OG0001437	3	3
OG0001438	3	3
OG0001439	3	3
OG0001440	3	3
OG0001441	4	4
OG0001442	3	3
OG0001443	3	3
OG0001444	3	3
OG0001445	3	3
OG0001446	3	3
OG0001447	3	3
OG0001448	3	3
OG0001449	3	3
OG0001450	3	3
OG0001451	3	3
OG0001452	3	3
OG0001453	3	3
OG0001454	3	3
OG0001455	3	3
OG0001456	3	3
OG0001457	3	3
OG0001458	3	3
OG0001459	3	3
OG0001460	3	3
OG0001461	3	3
OG0001462	4	4
OG0001463	3	3
OG0001464	3	3
OG0001465	3	3
OG0001466	3	3
OG0001467	3	3
OG0001468	3	3
OG0001469	3	3
OG0001470	3	3
OG0001471	3	3
OG0001472	3	3
OG0001473	3	3
OG0001474	3	3
OG0001475	3	3
OG0001476	3	3
OG0001477	2	2
OG0001478	3	3
OG0001479	3	3
OG0001480	3	3
OG0001481	3	3
OG0001482	3	3
OG0001483	3	3
OG0001484	3	3
OG0001485	3	3
OG0001486	3	3
OG0001487	3	3
OG0001488	3	3
OG0001489	3	3
OG0001490	3	3
OG0001491	3	3
OG0001492	3	3
OG0001493	3	3
OG0001494	3	3
OG0001495	3	3
OG0001496	3	3
OG0001497	3	3
OG0001498	3	3
OG0001499	3	3
OG0001500	3	3
OG0001501	3	3
OG0001502	3	3
OG0001503	3	3
OG0001504	3	3
OG0001505	3	3
OG0001506	3	3
OG0001507	3	3
OG0001508	3	3
OG0001509	3	3
OG0001510	3	3
OG0001511	3	3
OG0001512	3	3
OG0001513	3	3
OG0001514	3	3
OG0001515	3	3
OG0001516	3	3
OG0001517	3	3
OG0001518	4	4
OG0001519	3	3
OG0001520	3	3
OG0001521	3	3
OG0001522	3	3
OG0001523	3	3
OG0001524	4	4
OG0001525	3	3
OG0001526	3	3
OG0001527	3	3
OG0001528	3	3
OG0001529	3	3
OG0001530	3	3
OG0001531	3	3
OG0001532	3	3
OG0001533	3	3
OG0001534	3	3
OG0001535	3	3
OG0001536	3	3
OG0001537	3	3
OG0001538	3	3
OG0001539	3	3
OG0001540	3	3
OG0001541	3	3
OG0001542	3	3
OG0001543	3	3
OG0001544	3	3
OG0001545	3	3
OG0001546	3	3
OG0001547	3	3
OG0001548	3	3
OG0001549	3	3
OG0001550	4	4
OG0001551	3	3
OG0001552	3	3
OG0001553	3	3
OG0001554	3	3
OG0001555	3	3
OG0001556	3	3
OG0001557	3	3
OG0001558	3	3
OG0001559	3	3
OG0001560	3	3
OG0001561	3	3
OG0001562	3	3
OG0001563	3	3
OG0001564	3	3
OG0001565	3	3
OG0001566	3	3
OG0001567	3	3
OG0001568	3	3
OG0001569	3	3
OG0001570	3	3
OG0001571	3	3
OG0001572	3	3
OG0001573	3	3
OG0001574	3	3
OG0001575	3	3
OG0001576	3	3
OG0001577	3	3
OG0001578	3	3
OG0001579	3	3
OG0001580	3	3
OG0001581	3	3
OG0001582	3	3
OG0001583	3	3
OG0001584	3	3
OG0001585	3	3
OG0001586	3	3
OG0001587	3	3
OG0001588	3	3
OG0001589	3	3
OG0001590	3	3
OG0001591	3	3
OG0001592	3	3
OG0001593	3	3
OG0001594	3	3
OG0001595	3	3
OG0001596	3	3
OG0001597	3	3
OG0001598	3	3
OG0001599	3	3
OG0001600	3	3
OG0001601	3	3
OG0001602	3	3
OG0001603	3	3
OG0001604	3	3
OG0001605	3	3
OG0001606	3	3
OG0001607	3	3
OG0001608	3	3
OG0001609	3	3
OG0001610	3	3
OG0001611	3	3
OG0001612	3	3
OG0001613	3	3
OG0001614	3	3
OG0001615	3	3
OG0001616	3	3
OG0001617	3	3
OG0001618	3	3
OG0001619	3	3
OG0001620	3	3
OG0001621	3	3
OG0001622	3	3
OG0001623	3	3
OG0001624	3	3
OG0001625	3	3
OG0001626	3	3
OG0001627	3	3
OG0001628	3	3
OG0001629	3	3
OG0001630	3	3
OG0001631	3	3
OG0001632	4	4
OG0001633	3	3
OG0001634	3	3
OG0001635	3	3
OG0001636	3	3
OG0001637	3	3
OG0001638	3	3
OG0001639	3	3
OG0001640	3	3
OG0001641	3	3
OG0001642	3	3
OG0001643	3	3
OG0001644	3	3
OG0001645	3	3
OG0001646	3	3
OG0001647	3	3
OG0001648	3	3
OG0001649	3	3
OG0001650	3	3
OG0001651	3	3
OG0001652	3	3
OG0001653	4	4
OG0001654	4	4
OG0001655	3	3
OG0001656	3	3
OG0001657	3	3
OG0001658	3	3
OG0001659	3	3
OG0001660	3	3
OG0001661	3	3
OG0001662	3	3
OG0001663	3	3
OG0001664	3	3
OG0001665	3	3
OG0001666	3	3
OG0001667	3	3
OG0001668	3	3
OG0001669	3	3
OG0001670	3	3
OG0001671	2	2
OG0001672	3	3
OG0001673	3	3
OG0001674	3	3
OG0001675	3	3
OG0001676	3	3
OG0001677	3	3
OG0001678	3	3
OG0001679	3	3
OG0001680	3	3
OG0001681	3	3
OG0001682	3	3
OG0001683	3	3
OG0001684	3	3
OG0001685	4	4
OG0001686	4	4
OG0001687	3	3
OG0001688	3	3
OG0001689	3	3
OG0001690	3	3
OG0001691	3	3
OG0001692	3	3
OG0001693	3	3
OG0001694	3	3
OG0001695	3	3
OG0001696	3	3
OG0001697	3	3
OG0001698	3	3
OG0001699	3	3
OG0001700	3	3
OG0001701	3	3
OG0001702	3	3
OG0001703	3	3
OG0001704	3	3
OG0001705	3	3
OG0001706	3	3
OG0001707	3	3
OG0001708	3	3
OG0001709	3	3
OG0001710	3	3
OG0001711	4	4
OG0001712	3	3
OG0001713	3	3
OG0001714	3	3
OG0001715	3	3
OG0001716	3	3
OG0001717	3	3
OG0001718	3	3
OG0001719	3	3
OG0001720	3	3
OG0001721	3	3
OG0001722	2	2
OG0001723	3	3
OG0001724	3	3
OG0001725	3	3
OG0001726	3	3
OG0001727	3	3
OG0001728	3	3
OG0001729	3	3
OG0001730	3	3
OG0001731	3	3
OG0001732	3	3
OG0001733	3	3
OG0001734	3	3
OG0001735	3	3
OG0001736	3	3
OG0001737	3	3
OG0001738	3	3
OG0001739	3	3
OG0001740	3	3
OG0001741	3	3
OG0001742	3	3
OG0001743	3	3
OG0001744	4	4
OG0001745	5	5
OG0001746	3	3
OG0001747	4	4
OG0001748	3	3
OG0001749	4	4
OG0001750	3	3
OG0001751	4	4
OG0001752	3	3
OG0001753	4	4
OG0001754	4	4
OG0001755	5	5
OG0001756	4	4
OG0001757	4	4
OG0001758	5	5
OG0001759	4	4
OG0001760	4	4
OG0001761	5	5
OG0001762	5	5
OG0001763	5	5
OG0001764	5	5
OG0001765	5	5
OG0001766	5	5
OG0001767	2	2
OG0001768	2	2
OG0001769	2	2
OG0001770	2	2
OG0001771	2	2
OG0001772	2	2
OG0001773	2	2
OG0001774	2	2
OG0001775	2	2
OG0001776	2	2
OG0001777	2	2
OG0001778	2	2
OG0001779	2	2
OG0001780	2	2
OG0001781	2	2
OG0001782	2	2
OG0001783	2	2
OG0001784	2	2
OG0001785	2	2
OG0001786	2	2
OG0001787	3	3
OG0001788	2	2
OG0001789	2	2
OG0001790	2	2
OG0001791	2	2
OG0001792	2	2
OG0001793	2	2
OG0001794	2	2
OG0001795	2	2
OG0001796	2	2
OG0001797	2	2
OG0001798	2	2
OG0001799	2	2
OG0001800	2	2
OG0001801	2	2
OG0001802	2	2
OG0001803	2	2
OG0001804	2	2
OG0001805	2	2
OG0001806	2	2
OG0001807	2	2
OG0001808	2	2
OG0001809	2	2
OG0001810	2	2
OG0001811	2	2
OG0001812	2	2
OG0001813	2	2
OG0001814	2	2
OG0001815	2	2
OG0001816	2	2
OG0001817	2	2
OG0001818	2	2
OG0001819	2	2
OG0001820	2	2
OG0001821	2	2
OG0001822	2	2
OG0001823	2	2
OG0001824	2	2
OG0001825	2	2
OG0001826	2	2
OG0001827	2	2
OG0001828	2	2
OG0001829	2	2
OG0001830	2	2
OG0001831	2	2
OG0001832	2	2
OG0001833	2	2
OG0001834	2	2
OG0001835	2	2
OG0001836	2	2
OG0001837	2	2
OG0001838	2	2
OG0001839	2	2
OG0001840	2	2
OG0001841	2	2
OG0001842	2	2
OG0001843	2	2
OG0001844	2	2
OG0001845	2	2
OG0001846	2	2
OG0001847	2	2
OG0001848	2	2
OG0001849	2	2
OG0001850	2	2
OG0001851	2	2
OG0001852	2	2
OG0001853	2	2
OG0001854	2	2
OG0001855	2	2
OG0001856	2	2
OG0001857	2	2
OG0001858	2	2
OG0001859	2	2
OG0001860	2	2
OG0001861	2	2
OG0001862	2	2
OG0001863	2	2
OG0001864	2	2
OG0001865	2	2
OG0001866	2	2
OG0001867	2	2
OG0001868	2	2
OG0001869	2	2
OG0001870	2	2
OG0001871	2	2
OG0001872	2	2
OG0001873	2	2
OG0001874	2	2
OG0001875	2	2
OG0001876	2	2
OG0001877	2	2
OG0001878	2	2
OG0001879	2	2
OG0001880	2	2
OG0001881	2	2
OG0001882	2	2
OG0001883	2	2
OG0001884	2	2
OG0001885	2	2
OG0001886	2	2
OG0001887	3	3
OG0001888	2	2
OG0001889	3	3
OG0001890	2	2
OG0001891	2	2
OG0001892	2	2
OG0001893	2	2
OG0001894	2	2
OG0001895	2	2
OG0001896	2	2
OG0001897	2	2
OG0001898	2	2
OG0001899	2	2
OG0001900	2	2
OG0001901	2	2
OG0001902	2	2
OG0001903	2	2
OG0001904	2	2
OG0001905	2	2
OG0001906	2	2
OG0001907	2	2
OG0001908	2	2
OG0001909	2	2
OG0001910	2	2
OG0001911	2	2
OG0001912	2	2
OG0001913	2	2
OG0001914	2	2
OG0001915	2	2
OG0001916	2	2
OG0001917	2	2
OG0001918	2	2
OG0001919	2	2
OG0001920	2	2
OG0001921	2	2
OG0001922	2	2
OG0001923	2	2
OG0001924	2	2
OG0001925	2	2
OG0001926	2	2
OG0001927	2	2
OG0001928	2	2
OG0001929	2	2
OG0001930	2	2
OG0001931	2	2
OG0001932	2	2
OG0001933	2	2
OG0001934	2	2
OG0001935	2	2
OG0001936	2	2
OG0001937	2	2
OG0001938	2	2
OG0001939	2	2
OG0001940	2	2
OG0001941	2	2
OG0001942	2	2
OG0001943	2	2
OG0001944	2	2
OG0001945	2	2
OG0001946	2	2
OG0001947	2	2
OG0001948	2	2
OG0001949	2	2
OG0001950	2	2
OG0001951	2	2
OG0001952	2	2
OG0001953	2	2
OG0001954	2	2
OG0001955	2	2
OG0001956	2	2
OG0001957	4	4
OG0001958	2	2
OG0001959	2	2
OG0001960	2	2
OG0001961	2	2
OG0001962	2	2
OG0001963	2	2
OG0001964	2	2
OG0001965	2	2
OG0001966	2	2
OG0001967	2	2
OG0001968	2	2
OG0001969	2	2
OG0001970	2	2
OG0001971	2	2
OG0001972	2	2
OG0001973	2	2
OG0001974	2	2
OG0001975	2	2
OG0001976	2	2
OG0001977	2	2
OG0001978	2	2
OG0001979	2	2
OG0001980	2	2
OG0001981	2	2
OG0001982	2	2
OG0001983	2	2
OG0001984	2	2
OG0001985	2	2
OG0001986	3	3
OG0001987	2	2
OG0001988	2	2
OG0001989	2	2
OG0001990	2	2
OG0001991	2	2
OG0001992	2	2
OG0001993	2	2
OG0001994	2	2
OG0001995	2	2
OG0001996	2	2
OG0001997	2	2
OG0001998	2	2
OG0001999	2	2
OG0002000	2	2
OG0002001	2	2
OG0002002	2	2
OG0002003	2	2
OG0002004	2	2
OG0002005	2	2
OG0002006	2	2
OG0002007	2	2
OG0002008	2	2
OG0002009	2	2
OG0002010	2	2
OG0002011	2	2
OG0002012	2	2
OG0002013	2	2
OG0002014	2	2
OG0002015	3	3
OG0002016	2	2
OG0002017	2	2
OG0002018	2	2
OG0002019	2	2
OG0002020	2	2
OG0002021	2	2
OG0002022	2	2
OG0002023	2	2
OG0002024	2	2
OG0002025	2	2
OG0002026	2	2
OG0002027	2	2
OG0002028	2	2
OG0002029	2	2
OG0002030	2	2
OG0002031	2	2
OG0002032	2	2
OG0002033	2	2
OG0002034	2	2
OG0002035	2	2
OG0002036	2	2
OG0002037	2	2
OG0002038	2	2
OG0002039	2	2
OG0002040	2	2
OG0002041	2	2
OG0002042	2	2
OG0002043	2	2
OG0002044	2	2
OG0002045	2	2
OG0002046	2	2
OG0002047	2	2
OG0002048	2	2
OG0002049	2	2
OG0002050	2	2
OG0002051	2	2
OG0002052	2	2
OG0002053	2	2
OG0002054	2	2
OG0002055	2	2
OG0002056	2	2
OG0002057	2	2
OG0002058	2	2
OG0002059	2	2
OG0002060	2	2
OG0002061	2	2
OG0002062	2	2
OG0002063	2	2
OG0002064	2	2
OG0002065	2	2
OG0002066	2	2
OG0002067	0	0
OG0002068	2	2
OG0002069	2	2
OG0002070	2	2
OG0002071	2	2
OG0002072	2	2
OG0002073	2	2
OG0002074	2	2
OG0002075	2	2
OG0002076	2	2
OG0002077	2	2
OG0002078	2	2
OG0002079	2	2
OG0002080	2	2
OG0002081	2	2
OG0002082	2	2
OG0002083	2	2
OG0002084	2	2
OG0002085	2	2
OG0002086	2	2
OG0002087	2	2
OG0002088	2	2
OG0002089	2	2
OG0002090	2	2
OG0002091	2	2
OG0002092	2	2
OG0002093	2	2
OG0002094	2	2
OG0002095	2	2
OG0002096	2	2
OG0002097	3	3
OG0002098	2	2
OG0002099	2	2
OG0002100	2	2
OG0002101	3	3
OG0002102	2	2
OG0002103	2	2
OG0002104	2	2
OG0002105	3	3
OG0002106	2	2
OG0002107	2	2
OG0002108	2	2
OG0002109	2	2
OG0002110	2	2
OG0002111	2	2
OG0002112	2	2
OG0002113	2	2
OG0002114	2	2
OG0002115	2	2
OG0002116	2	2
OG0002117	2	2
OG0002118	2	2
OG0002119	2	2
OG0002120	2	2
OG0002121	2	2
OG0002122	2	2
OG0002123	2	2
OG0002124	2	2
OG0002125	2	2
OG0002126	2	2
OG0002127	2	2
OG0002128	2	2
OG0002129	2	2
OG0002130	2	2
OG0002131	2	2
OG0002132	2	2
OG0002133	2	2
OG0002134	2	2
OG0002135	2	2
OG0002136	2	2
OG0002137	2	2
OG0002138	2	2
OG0002139	2	2
OG0002140	2	2
OG0002141	2	2
OG0002142	2	2
OG0002143	2	2
OG0002144	2	2
OG0002145	2	2
OG0002146	2	2
OG0002147	2	2
OG0002148	2	2
OG0002149	2	2
OG0002150	2	2
OG0002151	2	2
OG0002152	2	2
OG0002153	2	2
OG0002154	2	2
OG0002155	2	2
OG0002156	2	2
OG0002157	2	2
OG0002158	2	2
OG0002159	2	2
OG0002160	2	2
OG0002161	2	2
OG0002162	2	2
OG0002163	2	2
OG0002164	2	2
OG0002165	2	2
OG0002166	2	2
OG0002167	2	2
OG0002168	2	2
OG0002169	2	2
OG0002170	2	2
OG0002171	2	2
OG0002172	2	2
OG0002173	2	2
OG0002174	2	2
OG0002175	2	2
OG0002176	3	3
OG0002177	2	2
OG0002178	2	2
OG0002179	2	2
OG0002180	3	3
OG0002181	2	2
OG0002182	2	2
OG0002183	2	2
OG0002184	2	2
OG0002185	2	2
OG0002186	2	2
OG0002187	2	2
OG0002188	2	2
OG0002189	2	2
OG0002190	2	2
OG0002191	2	2
OG0002192	2	2
OG0002193	2	2
OG0002194	2	2
OG0002195	2	2
OG0002196	2	2
OG0002197	2	2
OG0002198	2	2
OG0002199	2	2
OG0002200	2	2
OG0002201	2	2
OG0002202	2	2
OG0002203	2	2
OG0002204	2	2
OG0002205	2	2
OG0002206	2	2
OG0002207	2	2
OG0002208	3	3
OG0002209	2	2
OG0002210	2	2
OG0002211	2	2
OG0002212	3	3
OG0002213	2	2
OG0002214	2	2
OG0002215	2	2
OG0002216	2	2
OG0002217	3	3
OG0002218	2	2
OG0002219	2	2
OG0002220	2	2
OG0002221	2	2
OG0002222	2	2
OG0002223	2	2
OG0002224	2	2
OG0002225	2	2
OG0002226	2	2
OG0002227	3	3
OG0002228	2	2
OG0002229	2	2
OG0002230	2	2
OG0002231	2	2
OG0002232	2	2
OG0002233	2	2
OG0002234	2	2
OG0002235	2	2
OG0002236	2	2
OG0002237	2	2
OG0002238	2	2
OG0002239	2	2
OG0002240	2	2
OG0002241	2	2
OG0002242	2	2
OG0002243	2	2
OG0002244	2	2
OG0002245	2	2
OG0002246	2	2
OG0002247	2	2
OG0002248	2	2
OG0002249	2	2
OG0002250	2	2
OG0002251	2	2
OG0002252	2	2
OG0002253	2	2
OG0002254	2	2
OG0002255	2	2
OG0002256	2	2
OG0002257	2	2
OG0002258	2	2
OG0002259	2	2
OG0002260	2	2
OG0002261	2	2
OG0002262	2	2
OG0002263	2	2
OG0002264	2	2
OG0002265	2	2
OG0002266	2	2
OG0002267	2	2
OG0002268	2	2
OG0002269	2	2
OG0002270	2	2
OG0002271	2	2
OG0002272	2	2
OG0002273	2	2
OG0002274	2	2
OG0002275	2	2
OG0002276	2	2
OG0002277	2	2
OG0002278	2	2
OG0002279	2	2
OG0002280	2	2
OG0002281	2	2
OG0002282	2	2
OG0002283	2	2
OG0002284	2	2
OG0002285	2	2
OG0002286	2	2
OG0002287	2	2
OG0002288	2	2
OG0002289	2	2
OG0002290	2	2
OG0002291	2	2
OG0002292	2	2
OG0002293	2	2
OG0002294	2	2
OG0002295	2	2
OG0002296	2	2
OG0002297	2	2
OG0002298	2	2
OG0002299	2	2
OG0002300	2	2
OG0002301	2	2
OG0002302	2	2
OG0002303	2	2
OG0002304	2	2
OG0002305	2	2
OG0002306	2	2
OG0002307	2	2
OG0002308	2	2
OG0002309	2	2
OG0002310	2	2
OG0002311	2	2
OG0002312	2	2
OG0002313	2	2
OG0002314	2	2
OG0002315	2	2
OG0002316	2	2
OG0002317	2	2
OG0002318	2	2
OG0002319	2	2
OG0002320	2	2
OG0002321	2	2
OG0002322	2	2
OG0002323	2	2
OG0002324	2	2
OG0002325	2	2
OG0002326	2	2
OG0002327	2	2
OG0002328	2	2
OG0002329	2	2
OG0002330	3	3
OG0002331	2	2
OG0002332	2	2
OG0002333	2	2
OG0002334	2	2
OG0002335	2	2
OG0002336	2	2
OG0002337	2	2
OG0002338	2	2
OG0002339	2	2
OG0002340	2	2
OG0002341	2	2
OG0002342	2	2
OG0002343	2	2
OG0002344	2	2
OG0002345	2	2
OG0002346	2	2
OG0002347	2	2
OG0002348	2	2
OG0002349	2	2
OG0002350	2	2
OG0002351	2	2
OG0002352	2	2
OG0002353	2	2
OG0002354	2	2
OG0002355	2	2
OG0002356	2	2
OG0002357	2	2
OG0002358	2	2
OG0002359	2	2
OG0002360	2	2
OG0002361	2	2
OG0002362	2	2
OG0002363	2	2
OG0002364	2	2
OG0002365	2	2
OG0002366	2	2
OG0002367	2	2
OG0002368	2	2
OG0002369	2	2
OG0002370	2	2
OG0002371	2	2
OG0002372	2	2
OG0002373	2	2
OG0002374	2	2
OG0002375	2	2
OG0002376	2	2
OG0002377	2	2
OG0002378	2	2
OG0002379	2	2
OG0002380	2	2
OG0002381	2	2
OG0002382	2	2
OG0002383	3	3
OG0002384	2	2
OG0002385	2	2
OG0002386	2	2
OG0002387	2	2
OG0002388	2	2
OG0002389	2	2
OG0002390	2	2
OG0002391	2	2
OG0002392	2	2
OG0002393	2	2
OG0002394	2	2
OG0002395	2	2
OG0002396	2	2
OG0002397	2	2
OG0002398	2	2
OG0002399	2	2
OG0002400	2	2
OG0002401	2	2
OG0002402	2	2
OG0002403	2	2
OG0002404	2	2
OG0002405	2	2
OG0002406	2	2
OG0002407	2	2
OG0002408	2	2
OG0002409	2	2
OG0002410	2	2
OG0002411	2	2
OG0002412	2	2
OG0002413	2	2
OG0002414	2	2
OG0002415	2	2
OG0002416	2	2
OG0002417	2	2
OG0002418	2	2
OG0002419	2	2
OG0002420	2	2
OG0002421	2	2
OG0002422	2	2
OG0002423	2	2
OG0002424	2	2
OG0002425	2	2
OG0002426	2	2
OG0002427	2	2
OG0002428	2	2
OG0002429	2	2
OG0002430	2	2
OG0002431	2	2
OG0002432	2	2
OG0002433	2	2
OG0002434	2	2
OG0002435	2	2
OG0002436	2	2
OG0002437	2	2
OG0002438	2	2
OG0002439	3	3
OG0002440	2	2
OG0002441	2	2
OG0002442	2	2
OG0002443	2	2
OG0002444	2	2
OG0002445	2	2
OG0002446	2	2
OG0002447	2	2
OG0002448	2	2
OG0002449	2	2
OG0002450	2	2
OG0002451	2	2
OG0002452	2	2
OG0002453	2	2
OG0002454	2	2
OG0002455	2	2
OG0002456	2	2
OG0002457	2	2
OG0002458	2	2
OG0002459	2	2
OG0002460	2	2
OG0002461	2	2
OG0002462	2	2
OG0002463	2	2
OG0002464	2	2
OG0002465	2	2
OG0002466	2	2
OG0002467	2	2
OG0002468	2	2
OG0002469	2	2
OG0002470	2	2
OG0002471	2	2
OG0002472	2	2
OG0002473	2	2
OG0002474	2	2
OG0002475	2	2
OG0002476	2	2
OG0002477	2	2
OG0002478	2	2
OG0002479	2	2
OG0002480	2	2
OG0002481	2	2
OG0002482	2	2
OG0002483	2	2
OG0002484	2	2
OG0002485	2	2
OG0002486	2	2
OG0002487	2	2
OG0002488	2	2
OG0002489	2	2
OG0002490	2	2
OG0002491	2	2
OG0002492	2	2
OG0002493	2	2
OG0002494	2	2
OG0002495	2	2
OG0002496	2	2
OG0002497	2	2
OG0002498	2	2
OG0002499	2	2
OG0002500	2	2
OG0002501	2	2
OG0002502	2	2
OG0002503	2	2
OG0002504	2	2
OG0002505	2	2
OG0002506	2	2
OG0002507	2	2
OG0002508	2	2
OG0002509	2	2
OG0002510	2	2
OG0002511	2	2
OG0002512	2	2
OG0002513	2	2
OG0002514	2	2
OG0002515	2	2
OG0002516	3	3
OG0002517	2	2
OG0002518	2	2
OG0002519	2	2
OG0002520	2	2
OG0002521	2	2
OG0002522	1	1
OG0002523	3	3
OG0002524	3	3
OG0002525	2	2
OG0002526	2	2
OG0002527	2	2
OG0002528	2	2
OG0002529	2	2
OG0002530	2	2
OG0002531	2	2
OG0002532	2	2
OG0002533	2	2
OG0002534	2	2
OG0002535	2	2
OG0002536	2	2
OG0002537	2	2
OG0002538	2	2
OG0002539	2	2
OG0002540	2	2
OG0002541	2	2
OG0002542	2	2
OG0002543	2	2
OG0002544	2	2
OG0002545	2	2
OG0002546	2	2
OG0002547	2	2
OG0002548	2	2
OG0002549	2	2
OG0002550	2	2
OG0002551	2	2
OG0002552	2	2
OG0002553	2	2
OG0002554	2	2
OG0002555	2	2
OG0002556	2	2
OG0002557	2	2
OG0002558	2	2
OG0002559	2	2
OG0002560	2	2
OG0002561	2	2
OG0002562	2	2
OG0002563	2	2
OG0002564	2	2
OG0002565	2	2
OG0002566	2	2
OG0002567	2	2
OG0002568	2	2
OG0002569	2	2
OG0002570	2	2
OG0002571	2	2
OG0002572	2	2
OG0002573	2	2
OG0002574	2	2
OG0002575	2	2
OG0002576	2	2
OG0002577	2	2
OG0002578	2	2
OG0002579	2	2
OG0002580	2	2
OG0002581	2	2
OG0002582	2	2
OG0002583	2	2
OG0002584	3	3
OG0002585	2	2
OG0002586	2	2
OG0002587	2	2
OG0002588	3	3
OG0002589	2	2
OG0002590	2	2
OG0002591	2	2
OG0002592	2	2
OG0002593	2	2
OG0002594	2	2
OG0002595	2	2
OG0002596	2	2
OG0002597	2	2
OG0002598	2	2
OG0002599	2	2
OG0002600	2	2
OG0002601	2	2
OG0002602	2	2
OG0002603	2	2
OG0002604	2	2
OG0002605	2	2
OG0002606	2	2
OG0002607	2	2
OG0002608	2	2
OG0002609	2	2
OG0002610	2	2
OG0002611	2	2
OG0002612	2	2
OG0002613	2	2
OG0002614	2	2
OG0002615	2	2
OG0002616	2	2
OG0002617	2	2
OG0002618	2	2
OG0002619	2	2
OG0002620	2	2
OG0002621	2	2
OG0002622	2	2
OG0002623	2	2
OG0002624	2	2
OG0002625	2	2
OG0002626	2	2
OG0002627	2	2
OG0002628	2	2
OG0002629	2	2
OG0002630	2	2
OG0002631	2	2
OG0002632	2	2
OG0002633	2	2
OG0002634	2	2
OG0002635	2	2
OG0002636	2	2
OG0002637	2	2
OG0002638	2	2
OG0002639	2	2
OG0002640	2	2
OG0002641	2	2
OG0002642	2	2
OG0002643	2	2
OG0002644	2	2
OG0002645	2	2
OG0002646	2	2
OG0002647	2	2
OG0002648	2	2
OG0002649	2	2
OG0002650	2	2
OG0002651	2	2
OG0002652	2	2
OG0002653	2	2
OG0002654	2	2
OG0002655	2	2
OG0002656	2	2
OG0002657	2	2
OG0002658	2	2
OG0002659	2	2
OG0002660	2	2
OG0002661	2	2
OG0002662	2	2
OG0002663	2	2
OG0002664	2	2
OG0002665	2	2
OG0002666	2	2
OG0002667	2	2
OG0002668	2	2
OG0002669	2	2
OG0002670	2	2
OG0002671	2	2
OG0002672	2	2
OG0002673	2	2
OG0002674	2	2
OG0002675	2	2
OG0002676	2	2
OG0002677	2	2
OG0002678	2	2
OG0002679	2	2
OG0002680	2	2
OG0002681	2	2
OG0002682	2	2
OG0002683	2	2
OG0002684	2	2
OG0002685	2	2
OG0002686	2	2
OG0002687	2	2
OG0002688	2	2
OG0002689	2	2
OG0002690	2	2
OG0002691	2	2
OG0002692	2	2
OG0002693	2	2
OG0002694	2	2
OG0002695	2	2
OG0002696	2	2
OG0002697	2	2
OG0002698	2	2
OG0002699	2	2
OG0002700	2	2
OG0002701	2	2
OG0002702	2	2
OG0002703	2	2
OG0002704	2	2
OG0002705	2	2
OG0002706	2	2
OG0002707	2	2
OG0002708	2	2
OG0002709	2	2
OG0002710	2	2
OG0002711	2	2
OG0002712	2	2
OG0002713	2	2
OG0002714	2	2
OG0002715	2	2
OG0002716	2	2
OG0002717	2	2
OG0002718	2	2
OG0002719	2	2
OG0002720	2	2
OG0002721	2	2
OG0002722	2	2
OG0002723	2	2
OG0002724	2	2
OG0002725	2	2
OG0002726	2	2
OG0002727	2	2
OG0002728	2	2
OG0002729	2	2
OG0002730	2	2
OG0002731	2	2
OG0002732	2	2
OG0002733	2	2
OG0002734	2	2
OG0002735	2	2
OG0002736	2	2
OG0002737	2	2
OG0002738	2	2
OG0002739	2	2
OG0002740	2	2
OG0002741	2	2
OG0002742	2	2
OG0002743	2	2
OG0002744	2	2
OG0002745	2	2
OG0002746	3	3
OG0002747	2	2
OG0002748	2	2
OG0002749	2	2
OG0002750	2	2
OG0002751	2	2
OG0002752	2	2
OG0002753	2	2
OG0002754	2	2
OG0002755	2	2
OG0002756	2	2
OG0002757	2	2
OG0002758	2	2
OG0002759	2	2
OG0002760	2	2
OG0002761	2	2
OG0002762	2	2
OG0002763	2	2
OG0002764	2	2
OG0002765	2	2
OG0002766	2	2
OG0002767	2	2
OG0002768	2	2
OG0002769	2	2
OG0002770	2	2
OG0002771	2	2
OG0002772	2	2
OG0002773	2	2
OG0002774	2	2
OG0002775	2	2
OG0002776	2	2
OG0002777	2	2
OG0002778	2	2
OG0002779	2	2
OG0002780	2	2
OG0002781	2	2
OG0002782	2	2
OG0002783	2	2
